Flow Name,Suite Name,Flow Location,Pattern Name
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y3_PE54_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y3_PE54_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y3_PE54_int_sa_chain_edt_pl_050725_1
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_fgw_rvgd_fgw0_pdp_int_sa_edt_ts_051325_3,debug_0514_n1_Scan,rv_fgw_rvgd_fgw0_pdp_int_sa_edt_ts_051325_3
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rv_fgw_rvgd_fgw0_pdp_int_sa_chain_edt_pl_051325_3
GF_rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,rv_fgw_rvgd_fgw0_pdp_ssn_loopback_NV,debug_0514_n1_Scan,rv_fgw_rvgd_fgw0_pdp_ssn_loopback_051325_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_edt_ts_050725_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_edt_ts_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_int_sa_scan_edt_pl_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x1_y3_PE47_ssn_loopback_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE51_ssn_loopback_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_edt_ts_050825_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_edt_ts_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_scan_edt_pl_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_edt_ts_050825_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_edt_ts_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_scan_edt_pl_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_edt_ts_050825_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_edt_ts_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y0_PE56_int_sa_chain_edt_pl_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_edt_ts_050725_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_edt_ts_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_chain_edt_pl_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_edt_ts_050825_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_edt_ts_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x1_y3_PE62_int_sa_chain_edt_pl_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_edt_ts_050525_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_edt_ts_050525_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_scan_edt_pl_050525_1
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_fgw_rvgd_fgw0_pdp_int_sa_edt_ts_051325_3,debug_0514_n1_Scan,rv_fgw_rvgd_fgw0_pdp_int_sa_edt_ts_051325_3
GF_rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rv_fgw_rvgd_fgw0_pdp_int_sa_scan_edt_pl_051325_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y1_PE49_ssn_loopback_050725_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_edt_ts_050525_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_edt_ts_050525_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x1_sub_grid_x0_y2_PE21_int_sa_chain_edt_pl_050525_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_edt_ts_050825_1,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_edt_ts_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_NV,debug_0514_n1_Scan,rva_dpa_grid_ddp_sub_grid_ddp_x2_sub_grid_x0_y1_PE35_int_sa_scan_edt_pl_050825_1
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_scan_edt_pl_NV,rv_top_pad_reset_40ns_042325_7,debug_0514_n1_Scan,rv_top_pad_reset_40ns_042325_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_scan_edt_pl_NV,rv_top_volatilerawunlock_40ns_041625_3,debug_0514_n1_Scan,rv_top_volatilerawunlock_40ns_041625_3
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_scan_edt_pl_NV,rv_scs_resetctn1ghz_tdr_40ns_050925_7,debug_0514_n1_Scan,rv_scs_resetctn1ghz_tdr_40ns_050925_7
GF_rva_dpa_grid_ddp_sub_grid_ddp_x3_sub_grid_x0_y0_PE48_int_sa_scan_edt_pl_NV,rv_ss_resetClkDef_tdr_40ns_042525_7,debug_0514_n1_Scan,rv_ss_resetClkDef_tdr_40ns_042525_7
